iter	Passed	Remaining
1668	15118	2998
1669	15126	2989
1670	15134	2979
1671	15143	2970
1672	15152	2961
1673	15161	2952
1674	15170	2943
1675	15177	2934
1676	15185	2924
1677	15193	2915
1678	15201	2906
1679	15209	2896
1680	15217	2887
1681	15225	2878
1682	15233	2869
1683	15243	2860
1684	15250	2850
1685	15259	2841
1686	15266	2832
1687	15274	2823
1688	15283	2814
1689	15291	2804
1690	15299	2795
1691	15306	2786
1692	15313	2776
1693	15321	2767
1694	15330	2758
1695	15338	2749
1696	15347	2740
1697	15354	2730
1698	15362	2721
1699	15371	2712
1700	15382	2703
1701	15393	2695
1702	15403	2686
1703	15414	2677
1704	15422	2668
1705	15430	2659
1706	15440	2650
1707	15448	2641
1708	15455	2631
1709	15464	2622
1710	15471	2613
1711	15480	2604
1712	15488	2594
1713	15498	2586
1714	15505	2576
1715	15512	2567
1716	15520	2558
1717	15527	2548
1718	15538	2540
1719	15547	2530
1720	15556	2521
1721	15561	2512
1722	15569	2503
1723	15577	2493
1724	15588	2485
1725	15596	2475
1726	15605	2466
1727	15613	2457
1728	15620	2448
1729	15629	2439
1730	15636	2429
1731	15645	2420
1732	15658	2412
1733	15664	2403
1734	15677	2394
1735	15685	2385
1736	15693	2376
1737	15706	2367
1738	15717	2358
1739	15725	2349
1740	15733	2340
1741	15740	2331
1742	15750	2322
1743	15757	2313
1744	15765	2303
1745	15772	2294
1746	15778	2285
1747	15786	2275
1748	15795	2266
1749	15802	2257
1750	15810	2248
1751	15817	2239
1752	15826	2229
1753	15833	2220
1754	15841	2211
1755	15847	2202
1756	15855	2192
1757	15864	2183
1758	15873	2174
1759	15882	2165
1760	15891	2156
1761	15902	2147
1762	15910	2138
1763	15917	2129
1764	15924	2120
1765	15932	2111
1766	15939	2101
1767	15946	2092
1768	15954	2083
1769	15964	2074
1770	15975	2065
1771	15983	2056
1772	15991	2047
1773	15999	2038
1774	16007	2029
1775	16014	2019
1776	16022	2010
1777	16029	2001
1778	16038	1992
1779	16045	1983
1780	16053	1974
1781	16061	1964
1782	16069	1955
1783	16078	1946
1784	16087	1937
1785	16097	1928
1786	16105	1919
1787	16114	1910
1788	16122	1901
1789	16130	1892
1790	16138	1883
1791	16148	1874
1792	16155	1865
1793	16163	1855
1794	16171	1846
1795	16181	1837
1796	16188	1828
1797	16196	1819
1798	16203	1810
1799	16215	1801
1800	16223	1792
1801	16233	1783
1802	16241	1774
1803	16250	1765
1804	16259	1756
1805	16268	1747
1806	16274	1738
1807	16283	1729
1808	16294	1720
1809	16302	1711
1810	16308	1702
1811	16319	1693
1812	16327	1684
1813	16334	1674
1814	16342	1665
1815	16353	1656
1816	16362	1647
1817	16371	1638
1818	16379	1629
1819	16387	1620
1820	16396	1611
1821	16404	1602
1822	16411	1593
1823	16419	1584
1824	16427	1575
1825	16434	1566
1826	16441	1556
1827	16447	1547
1828	16457	1538
1829	16465	1529
1830	16473	1520
1831	16480	1511
1832	16487	1502
1833	16494	1493
1834	16501	1483
1835	16510	1474
1836	16517	1465
1837	16525	1456
1838	16532	1447
1839	16541	1438
1840	16550	1429
1841	16559	1420
1842	16566	1411
1843	16574	1402
1844	16581	1393
1845	16589	1383
1846	16596	1374
1847	16605	1365
1848	16612	1356
1849	16621	1347
1850	16628	1338
1851	16635	1329
1852	16642	1320
1853	16649	1311
1854	16656	1301
1855	16662	1292
1856	16671	1283
1857	16680	1274
1858	16688	1265
1859	16695	1256
1860	16703	1247
1861	16712	1238
1862	16719	1229
1863	16729	1220
1864	16737	1211
1865	16745	1202
1866	16774	1194
1867	16795	1186
1868	16813	1178
1869	16821	1169
1870	16829	1160
1871	16843	1151
1872	16850	1142
1873	16859	1133
1874	16867	1124
1875	16876	1115
1876	16885	1106
1877	16894	1097
1878	16903	1088
1879	16911	1079
1880	16919	1070
1881	16927	1061
1882	16936	1052
1883	16945	1043
1884	16952	1034
1885	16956	1024
1886	16964	1015
1887	16971	1006
1888	16978	997
1889	16987	988
1890	16994	979
1891	17004	970
1892	17013	961
1893	17020	952
1894	17029	943
1895	17036	934
1896	17043	925
1897	17050	916
1898	17057	907
1899	17065	898
1900	17072	889
1901	17082	880
1902	17091	871
1903	17100	862
1904	17110	853
1905	17117	844
1906	17125	835
1907	17133	826
1908	17142	817
1909	17148	808
1910	17155	798
1911	17163	789
1912	17173	781
1913	17179	771
1914	17186	762
1915	17193	753
1916	17199	744
1917	17209	735
1918	17216	726
1919	17224	717
1920	17232	708
1921	17240	699
1922	17247	690
1923	17254	681
1924	17260	672
1925	17267	663
1926	17274	654
1927	17281	645
1928	17290	636
1929	17297	627
1930	17303	618
1931	17311	609
1932	17318	600
1933	17327	591
1934	17334	582
1935	17342	573
1936	17350	564
1937	17357	555
1938	17365	546
1939	17372	537
1940	17377	528
1941	17389	519
1942	17397	510
1943	17405	501
1944	17414	492
1945	17421	483
1946	17431	474
1947	17440	465
1948	17448	456
1949	17455	447
1950	17463	438
1951	17470	429
1952	17478	420
1953	17485	411
1954	17491	402
1955	17498	393
1956	17504	384
1957	17509	375
1958	17515	366
1959	17521	357
1960	17526	348
1961	17533	339
1962	17541	330
1963	17547	321
1964	17557	312
1965	17563	303
1966	17569	294
1967	17574	285
1968	17579	276
1969	17584	267
1970	17589	258
1971	17594	249
1972	17601	240
1973	17608	231
1974	17615	222
1975	17622	214
1976	17628	205
1977	17635	196
1978	17642	187
1979	17648	178
1980	17653	169
1981	17659	160
1982	17665	151
1983	17671	142
1984	17678	133
1985	17683	124
1986	17689	115
1987	17693	106
1988	17699	97
1989	17704	88
1990	17710	80
1991	17715	71
1992	17721	62
1993	17727	53
1994	17732	44
1995	17737	35
1996	17742	26
1997	17747	17
1998	17753	8
1999	17758	0
