iter	RMSE
193	3.977683529
194	3.952722221
195	3.943372136
196	3.915015608
197	3.877483228
198	3.865556876
199	3.854674765
200	3.838882995
201	3.820355056
202	3.814014648
203	3.78270329
204	3.76967989
205	3.75790014
206	3.753009136
207	3.739153449
208	3.712183992
209	3.703530039
210	3.687679453
211	3.679492691
212	3.660484881
213	3.643861778
214	3.626629131
215	3.606858071
216	3.591250569
217	3.572243707
218	3.550997472
219	3.537652865
220	3.507638973
221	3.486221442
222	3.472039262
223	3.453417154
224	3.433271194
225	3.405318952
226	3.399414003
227	3.380711576
228	3.375513661
229	3.372400899
230	3.36291698
231	3.357476794
232	3.35347999
233	3.340999423
234	3.322505579
235	3.30944509
236	3.298458643
237	3.292543915
238	3.285908257
239	3.278845591
240	3.27259237
241	3.249297904
242	3.232856912
243	3.225704094
244	3.215869715
245	3.199194737
246	3.193834112
247	3.187684895
248	3.167535894
249	3.151709763
250	3.134892972
251	3.121766478
252	3.114394001
253	3.109358252
254	3.102340523
255	3.086597419
256	3.08304429
257	3.063274258
258	3.057089212
259	3.044202743
260	3.022483406
261	3.01910371
262	3.015099314
263	3.010618556
264	2.997528244
265	2.994740303
266	2.99153845
267	2.989994905
268	2.984363885
269	2.980620345
270	2.961741161
271	2.955038024
272	2.940270659
273	2.937033859
274	2.916267489
275	2.904507149
276	2.89946784
277	2.89117079
278	2.888250395
279	2.878680326
280	2.874878572
281	2.857113238
282	2.854242026
283	2.839173675
284	2.836191378
285	2.818201775
286	2.816875471
287	2.810927598
288	2.792842525
289	2.771758864
290	2.761192505
291	2.759720799
292	2.74638103
293	2.73998749
294	2.738744755
295	2.72265642
296	2.720238496
297	2.719051977
298	2.718234662
299	2.717300993
300	2.716054802
301	2.714907961
302	2.70931582
303	2.708559391
304	2.701219871
305	2.699057662
306	2.697925629
307	2.680870567
308	2.664672831
309	2.663837321
310	2.66158006
311	2.660693782
312	2.659646529
313	2.658588875
314	2.643603078
315	2.63187999
316	2.617285427
317	2.607645517
318	2.595915639
319	2.584620454
320	2.583999116
321	2.572673483
322	2.569755885
323	2.556532066
324	2.555792316
325	2.554302393
326	2.552758573
327	2.55220452
328	2.536834317
329	2.535788436
330	2.533997653
331	2.519456746
332	2.507827346
333	2.507209672
334	2.505574794
335	2.493261243
336	2.481350515
337	2.473822026
338	2.471316939
339	2.470430078
340	2.466378406
341	2.455381154
342	2.445095347
343	2.444032666
344	2.442924091
345	2.43306493
346	2.420836539
347	2.420166829
348	2.411481545
349	2.402001687
350	2.395026125
351	2.383363821
352	2.381781366
353	2.372103142
354	2.371493291
355	2.36506986
356	2.360909542
357	2.358061686
358	2.351674731
359	2.345146021
360	2.338981644
361	2.338446768
362	2.333872285
363	2.32055417
364	2.314300813
365	2.308959734
366	2.295912208
367	2.285662785
368	2.280928792
369	2.275033388
370	2.263880629
371	2.256623863
372	2.253370647
373	2.249874405
374	2.242467599
375	2.232535445
376	2.231913764
377	2.222422121
378	2.219882168
379	2.209406802
380	2.195513995
381	2.189622841
382	2.187587108
383	2.176928431
384	2.171639319
385	2.166125692
386	2.155061096
387	2.150585134
388	2.14918454
389	2.136325358
390	2.128919617
391	2.124079508
392	2.113064363
393	2.100341184
394	2.093186597
395	2.081815853
396	2.077083373
397	2.069480203
398	2.065031804
399	2.054481017
400	2.052012228
401	2.049957784
402	2.045915999
403	2.041598239
404	2.037423915
405	2.032033788
406	2.027921956
407	2.01602901
408	2.005435452
409	1.996939774
410	1.988169354
411	1.980619191
412	1.975786039
413	1.970177202
414	1.963745612
415	1.960089649
416	1.949100468
417	1.947196873
418	1.943580844
419	1.939539614
420	1.931457463
421	1.930163239
422	1.921609891
423	1.915191756
424	1.905830516
425	1.896387888
426	1.893209652
427	1.884107516
428	1.881019977
429	1.879127196
430	1.875899296
431	1.873626454
432	1.862513299
433	1.85678036
434	1.849003238
435	1.846756663
436	1.836739722
437	1.828391915
438	1.825067205
439	1.823657509
440	1.822275277
441	1.816138631
442	1.807768891
443	1.805561911
444	1.802844643
445	1.794509675
446	1.787544337
447	1.778667991
448	1.771998012
449	1.764669161
450	1.762616669
451	1.754928425
452	1.752486525
453	1.745124653
454	1.743014285
455	1.73680943
456	1.734460938
457	1.732445065
458	1.730954063
459	1.722762524
460	1.720547359
461	1.718658572
462	1.709801601
463	1.702749239
464	1.70031972
465	1.694867476
466	1.692221658
467	1.690541296
468	1.682575147
469	1.680939843
470	1.673225904
471	1.667183098
472	1.660929886
473	1.659122751
474	1.657351686
475	1.655790468
476	1.651705821
477	1.643900241
478	1.636516121
479	1.63569954
480	1.627550184
481	1.621913799
482	1.620243519
483	1.618262831
484	1.61567987
485	1.610943979
486	1.608580278
487	1.602659221
488	1.597337253
489	1.591331297
490	1.584857801
491	1.583258394
492	1.580821989
493	1.579674299
494	1.577424144
495	1.569888542
496	1.564193754
497	1.560002629
498	1.551607964
499	1.550523959
500	1.548201276
501	1.54234311
502	1.537427493
503	1.530354301
504	1.525261937
505	1.518017911
506	1.513957944
507	1.507649729
508	1.504891577
509	1.499711377
510	1.496735733
511	1.489991726
512	1.486643867
513	1.479522897
514	1.474370478
515	1.470751196
516	1.465895887
517	1.464950392
518	1.464324679
519	1.462695872
520	1.457190562
521	1.449499049
522	1.443185085
523	1.43663336
524	1.432097623
525	1.431468625
526	1.428911869
527	1.424730751
528	1.42005277
529	1.413320422
530	1.412751895
531	1.40718984
532	1.404466367
533	1.399953223
534	1.398120476
535	1.39756785
536	1.392586565
537	1.388319143
538	1.382778499
539	1.381419624
540	1.377745125
541	1.37611827
542	1.374376359
543	1.368801333
544	1.366355318
545	1.364010678
546	1.359160872
547	1.353748436
548	1.350009529
549	1.34655355
550	1.342026823
551	1.337106731
552	1.333253274
553	1.326718571
554	1.321936524
555	1.316769571
556	1.311713353
557	1.306812166
558	1.30324635
559	1.301561991
560	1.297395009
561	1.29360645
562	1.289604918
563	1.285586663
564	1.280839623
565	1.279103499
566	1.274998961
567	1.27005686
568	1.268877023
569	1.265164199
570	1.264664268
571	1.260652024
572	1.254984087
573	1.250986064
574	1.247875667
575	1.24717164
576	1.242855256
577	1.239114929
578	1.234194182
579	1.229591153
580	1.224750723
581	1.222599403
582	1.219353973
583	1.216806116
584	1.211196315
585	1.208469815
586	1.205315951
587	1.202398376
588	1.200660982
589	1.196334552
590	1.195928986
591	1.192844532
592	1.18963696
593	1.185737062
594	1.182577123
595	1.179108499
596	1.175889375
597	1.172619153
598	1.172337401
599	1.16910028
600	1.165337389
601	1.162463146
602	1.158967549
603	1.15561873
604	1.151277709
605	1.146083072
606	1.142612063
607	1.139735713
608	1.137757137
609	1.134413911
610	1.133079671
611	1.132699844
612	1.129778407
613	1.129328864
614	1.127249629
615	1.126886015
616	1.125000229
617	1.124641565
618	1.120283524
619	1.116727277
620	1.114315014
621	1.110424278
622	1.10688996
623	1.102090076
624	1.099330831
625	1.097045436
626	1.093029949
627	1.089384759
628	1.086225904
629	1.083727058
630	1.080244284
631	1.076957072
632	1.074618802
633	1.071188497
634	1.070888499
635	1.065936359
636	1.061343552
637	1.057879492
638	1.054277176
639	1.051686094
640	1.048232095
641	1.046663498
642	1.044799528
643	1.041898071
644	1.03942596
645	1.036906122
646	1.036195685
647	1.03246179
648	1.02937377
649	1.027729747
650	1.025043131
651	1.024793603
652	1.024470406
653	1.021877274
654	1.020224179
655	1.019591399
656	1.016833882
657	1.015024275
658	1.011104947
659	1.010460556
660	1.00768883
661	1.007378651
662	1.005474101
663	1.003289158
664	1.000745384
665	1.000514749
666	0.9968956351
667	0.9966083398
668	0.9944388267
669	0.9909468646
670	0.9889328537
671	0.9866428522
672	0.9841707432
673	0.9808009581
674	0.9785548665
675	0.978298613
676	0.9753830776
677	0.973569658
678	0.9729998615
679	0.9724508512
680	0.9693519196
681	0.9671826639
682	0.9669099743
683	0.9666999255
684	0.964615152
685	0.9639551031
686	0.9615055881
687	0.9589313033
688	0.9586728441
689	0.9563026081
690	0.9549367836
691	0.9541846195
692	0.9519885159
693	0.9501155272
694	0.9491839438
695	0.9465993366
696	0.9444502178
697	0.9442021473
698	0.9412112932
699	0.9409689496
700	0.9372483553
701	0.9349616098
702	0.9327478718
703	0.9297387313
704	0.9281192837
705	0.9259027973
706	0.9257838644
707	0.9245676527
708	0.9222948264
709	0.9204442133
710	0.9193583712
711	0.9173620992
712	0.916034737
713	0.9142361303
714	0.9134356492
715	0.9116888828
716	0.9097212362
717	0.9078720951
718	0.904159278
719	0.9033278108
720	0.9006960376
721	0.8986558979
722	0.8966808346
723	0.8955295191
724	0.8935967229
725	0.8920688809
726	0.8918287031
727	0.8915981241
728	0.8903775005
729	0.8889459001
730	0.8879640319
731	0.8877924508
732	0.8853384245
733	0.8833841077
734	0.8817552623
735	0.87954431
736	0.8777690662
737	0.8759391674
738	0.8752689727
739	0.8733335829
740	0.8718087829
741	0.8701578805
742	0.8682699829
743	0.868136331
744	0.8677978031
745	0.8676327117
746	0.8658943693
747	0.863733724
748	0.8621655705
749	0.8602286527
750	0.8600457507
751	0.8590874891
752	0.8589089891
753	0.8579478618
754	0.8570291892
755	0.8537671572
756	0.85204128
757	0.8518863799
758	0.8515726702
759	0.849499055
760	0.8492288232
761	0.8489643912
762	0.847027768
763	0.845547619
764	0.8426807668
765	0.8425332652
766	0.840417866
767	0.8385452996
768	0.837073115
769	0.8368155072
770	0.8365634522
771	0.8363614398
772	0.8344152631
773	0.8326841959
774	0.830675714
775	0.8291649274
776	0.8288985275
777	0.8281979867
778	0.8274953578
779	0.8260465233
780	0.8249464421
781	0.8247520794
782	0.8228980707
783	0.8215736665
784	0.8192457777
785	0.8176878241
786	0.8175338836
787	0.8149676305
788	0.8128977162
789	0.8126604222
790	0.8125399271
791	0.8113404032
792	0.8111551088
793	0.8104808704
794	0.810363618
795	0.8085390694
796	0.8077538638
797	0.806067912
798	0.8034715629
799	0.8017773871
800	0.7997748017
801	0.7996068043
802	0.7990546306
803	0.797462312
804	0.7972583111
805	0.7955898177
806	0.7946730829
807	0.7931538454
808	0.79301432
809	0.7908851633
810	0.7907620152
811	0.7879356434
812	0.785870658
813	0.7856520504
814	0.7854801389
815	0.7830735304
816	0.7816998619
817	0.7814857014
818	0.779739964
819	0.7777195968
820	0.7761975069
821	0.7751984139
822	0.7737594863
823	0.7721223023
824	0.7704748373
825	0.7703179229
826	0.7701532447
827	0.7686739413
828	0.7671779096
829	0.7654174663
830	0.7640770045
831	0.7639153955
832	0.7619071744
833	0.7604564174
834	0.7595358034
835	0.7581012448
836	0.757515999
837	0.7573577275
838	0.7555001814
839	0.7553455388
840	0.7551376676
841	0.75333662
842	0.7527850089
843	0.7520127154
844	0.7511278589
845	0.7496687012
846	0.748478561
847	0.7469046265
848	0.745302032
849	0.7443516947
850	0.7424630353
851	0.7412656007
852	0.7401413772
853	0.7394866222
854	0.7376246901
855	0.7362283077
856	0.7342495547
857	0.7330196981
858	0.7329306563
859	0.7320127936
860	0.730349056
861	0.729701365
862	0.7289998936
863	0.7275720821
864	0.7252132921
865	0.7249457156
866	0.7233578249
867	0.7227835291
868	0.7220714469
869	0.7207426955
870	0.719155842
871	0.7178361433
872	0.7163827672
873	0.7142352652
874	0.7124824504
875	0.7108842319
876	0.7087467903
877	0.7074415626
878	0.7049634345
879	0.7036538204
880	0.7024561406
881	0.7017792275
882	0.6996518076
883	0.6984618563
884	0.6960888605
885	0.6944657509
886	0.6935067562
887	0.6926608755
888	0.6925572122
889	0.6912587463
890	0.6895424908
891	0.687610464
892	0.6875044573
893	0.6859567734
894	0.6845687006
895	0.6837445579
896	0.6821646295
897	0.6807067533
898	0.680410971
899	0.6795665037
900	0.6778915409
901	0.6764087783
902	0.6741472933
903	0.6726906916
904	0.6725544634
905	0.6707786498
906	0.6694310398
907	0.6679893232
908	0.6672158469
909	0.6664772783
910	0.6648284229
911	0.6638974238
912	0.66247739
913	0.6619807901
914	0.6604441659
915	0.6585353276
916	0.6578662851
917	0.6575854212
918	0.6573113217
919	0.6566701646
920	0.6550715377
921	0.6543650631
922	0.6530290536
923	0.6514579322
924	0.6499040242
925	0.6491899481
926	0.6478960687
927	0.6477891773
928	0.6462010596
929	0.6461131979
930	0.6443855459
931	0.6434573108
932	0.6417310939
933	0.6397004679
934	0.638608038
935	0.6373882664
936	0.6366584672
937	0.6352392047
938	0.6347081991
939	0.633330799
940	0.6325338462
941	0.6324332427
942	0.6313749189
943	0.630006211
944	0.6299081441
945	0.6283285924
946	0.6274848604
947	0.6269648042
948	0.626044549
949	0.6246564672
950	0.6245058749
951	0.622940564
952	0.6219337424
953	0.6218135245
954	0.6204841292
955	0.6200912098
956	0.6199281069
957	0.6198330184
958	0.6183498924
959	0.6169838447
960	0.6160611446
961	0.6159777178
962	0.6151646596
963	0.6147323501
964	0.6136916227
965	0.612260227
966	0.6109017221
967	0.609492493
968	0.6094155481
969	0.6084325049
970	0.6075770259
971	0.6064181159
972	0.6050874607
973	0.6043797416
974	0.603422402
975	0.6028962854
976	0.6019943708
977	0.6009278063
978	0.5997360802
979	0.5996594324
980	0.5991560389
981	0.5983118187
982	0.5975277013
983	0.5974368782
984	0.5963193529
985	0.5946628894
986	0.5939241776
987	0.5933075736
988	0.5920205179
989	0.5919383733
990	0.5900245101
991	0.5899346562
992	0.5886255242
993	0.5880721878
994	0.5880013458
995	0.5871856352
996	0.5863949329
997	0.5847848904
998	0.5840794709
999	0.5826990666
1000	0.5812124821
1001	0.5811323111
1002	0.5805264324
1003	0.580400151
1004	0.5793261807
1005	0.5781732137
1006	0.5775643287
1007	0.5768864869
1008	0.5758931265
1009	0.5747909467
1010	0.5734656275
1011	0.5733871939
1012	0.5725881263
1013	0.5725171609
1014	0.572440351
1015	0.5711002247
1016	0.5702327272
1017	0.5692558594
1018	0.5687901059
1019	0.5676886676
1020	0.5671153964
1021	0.5669090949
1022	0.5652423512
1023	0.5645643992
1024	0.5636415311
1025	0.5624710318
1026	0.562009062
1027	0.5610748863
1028	0.5606209725
1029	0.5601559113
1030	0.5592073591
1031	0.5580209163
1032	0.5570465612
1033	0.5561261794
1034	0.5549131311
1035	0.5543319555
1036	0.5538216474
1037	0.5523961014
1038	0.5518922524
1039	0.5515622138
1040	0.5506802411
1041	0.5501387274
1042	0.5490802665
1043	0.5483338289
1044	0.5474619883
1045	0.5473556121
1046	0.5469948356
1047	0.5458418331
1048	0.5444262263
1049	0.5438440819
1050	0.5427120106
1051	0.5422618969
1052	0.541595242
1053	0.5407559629
1054	0.5399277109
1055	0.5393759243
1056	0.5388774714
1057	0.5381593266
1058	0.5380235766
1059	0.5379251128
1060	0.5369491864
1061	0.5362860389
1062	0.5361396368
1063	0.5351225505
1064	0.5338963788
1065	0.5338189544
1066	0.5334297811
1067	0.5329577803
1068	0.5328414604
1069	0.5321295634
1070	0.5308393399
1071	0.5297360246
1072	0.528703824
1073	0.5277694589
1074	0.5267744723
1075	0.5257573439
1076	0.525115848
1077	0.5245927702
1078	0.524522253
1079	0.523702211
1080	0.5228932745
1081	0.52206104
1082	0.5207566637
1083	0.5205749166
1084	0.520126001
1085	0.5200623483
1086	0.5193833868
1087	0.5193164379
1088	0.5192412493
1089	0.5185511665
1090	0.5179265507
1091	0.5170355302
1092	0.5154858084
1093	0.5141237759
1094	0.5140513214
1095	0.5132558025
1096	0.5128647922
1097	0.5126418734
1098	0.5125288228
1099	0.5124717571
1100	0.5114181651
1101	0.510230595
1102	0.5093675787
1103	0.5085980479
1104	0.5081102867
1105	0.5076144073
1106	0.5066862084
1107	0.5062052004
1108	0.5061327297
1109	0.5058346962
1110	0.5048873739
1111	0.5045014259
1112	0.5035754835
1113	0.5027798636
1114	0.5022089392
1115	0.5016609038
1116	0.5008649641
1117	0.4997325529
1118	0.4985371953
1119	0.4984631412
1120	0.4980344187
1121	0.4972933243
1122	0.4962385683
1123	0.4961786243
1124	0.495242697
1125	0.4946804165
1126	0.4946185058
1127	0.4944845434
1128	0.4937192517
1129	0.4935876775
1130	0.4929310074
1131	0.4928634834
1132	0.4918311414
1133	0.4904375958
1134	0.4903692014
1135	0.4893217872
1136	0.4886500334
1137	0.488531898
1138	0.4878987496
1139	0.4874887747
1140	0.4865349553
1141	0.4849483959
1142	0.484158142
1143	0.4833241411
1144	0.481962904
1145	0.4809722999
1146	0.4806979871
1147	0.4806504937
1148	0.4798047899
1149	0.479531248
1150	0.4792217542
1151	0.4785322788
1152	0.4778023452
1153	0.4767576923
1154	0.4763444999
1155	0.4757141781
1156	0.4750420483
1157	0.4743028286
1158	0.4735460104
1159	0.4727968543
1160	0.4715536107
1161	0.4714397497
1162	0.4713104957
1163	0.4708500178
1164	0.4707919461
1165	0.4703031688
1166	0.4697795011
1167	0.468908614
1168	0.468541508
1169	0.4676977621
1170	0.4670301659
1171	0.4660297065
1172	0.465857861
1173	0.4653569709
1174	0.4646058863
1175	0.4638007452
1176	0.4633998561
1177	0.4624464903
1178	0.4619013533
1179	0.4611182728
1180	0.4600445822
1181	0.4592350284
1182	0.4588231192
1183	0.4579932552
1184	0.4573006634
1185	0.4562569734
1186	0.4552812979
1187	0.4546145893
1188	0.4541622481
1189	0.4538192194
1190	0.4530759888
1191	0.452648037
1192	0.4518765169
1193	0.4513271146
1194	0.4504646107
1195	0.4500302065
1196	0.4499612449
1197	0.4495883971
1198	0.4489215973
1199	0.447675832
1200	0.4475488057
1201	0.4467663838
1202	0.4467103169
1203	0.4459700655
1204	0.4452588181
1205	0.444780282
1206	0.4441416681
1207	0.4434159322
1208	0.4430970835
1209	0.4422641929
1210	0.4415326916
1211	0.4414315826
1212	0.4408036051
1213	0.4402686843
1214	0.4395096555
1215	0.4393547383
1216	0.4385338775
1217	0.4378074206
1218	0.4369234276
1219	0.4361011903
1220	0.4359383185
1221	0.4354282797
1222	0.4348970046
1223	0.4343006235
1224	0.4339485822
1225	0.4332850415
1226	0.4332184433
1227	0.4330236032
1228	0.4329689908
1229	0.4325846348
1230	0.4319480116
1231	0.4313732228
1232	0.4313179306
1233	0.4310817917
1234	0.4309806883
1235	0.4303580616
1236	0.4296996004
1237	0.4296503838
1238	0.4290312961
1239	0.4286221228
1240	0.4278504933
1241	0.4268182554
1242	0.4262717561
1243	0.4260997154
1244	0.4253418831
1245	0.4250117574
1246	0.4243166968
1247	0.4242279787
1248	0.423653444
1249	0.4232295282
1250	0.4231516405
1251	0.4225071553
1252	0.4222393665
1253	0.4216750516
1254	0.4215612041
1255	0.4208731658
1256	0.4201332085
1257	0.4194582875
1258	0.418690245
1259	0.4181271513
1260	0.4177656737
1261	0.4177019521
1262	0.4171295723
1263	0.4167261122
1264	0.4163907112
1265	0.416070891
1266	0.415412356
1267	0.4146165799
1268	0.4142774064
1269	0.4137752563
1270	0.4130772439
1271	0.4125246379
1272	0.4121431603
1273	0.4115880467
1274	0.4115030432
1275	0.4114179398
1276	0.411305165
1277	0.4110000086
1278	0.4108898239
1279	0.4103207442
1280	0.4099925503
1281	0.4099010805
1282	0.409489126
1283	0.4086220598
1284	0.4082829929
1285	0.4081452446
1286	0.4080366869
1287	0.4076207881
1288	0.4069882154
1289	0.4065291713
1290	0.4059428571
1291	0.4053476144
1292	0.4047502147
1293	0.4037096899
1294	0.4036436854
1295	0.4030648797
1296	0.4027456551
1297	0.4024353146
1298	0.401992323
1299	0.4014912964
1300	0.4009849628
1301	0.4009469309
1302	0.4007323996
1303	0.4004328733
1304	0.3996688952
1305	0.3989310561
1306	0.3981301145
1307	0.3975586148
1308	0.3972552777
1309	0.396656817
1310	0.3961377581
1311	0.3956311202
1312	0.395043503
1313	0.394550971
1314	0.3943105204
1315	0.3938274486
1316	0.3935839261
1317	0.3933606479
1318	0.3928214231
1319	0.3927811811
1320	0.3923405719
1321	0.3920821764
1322	0.3914011206
1323	0.3913532813
1324	0.3908833352
1325	0.3905298625
1326	0.3902827993
1327	0.389728165
1328	0.3892123781
1329	0.3887829434
1330	0.3883727618
1331	0.3879545609
1332	0.3876467648
1333	0.3869765535
1334	0.3867575322
1335	0.3862995613
1336	0.3861679692
1337	0.386101894
1338	0.3856489789
1339	0.3854311567
1340	0.3853918374
1341	0.3853133672
1342	0.3848896216
1343	0.384847061
1344	0.3848113126
1345	0.3845102085
1346	0.3844674361
1347	0.3839403997
1348	0.3832531361
1349	0.3824280096
1350	0.3821389613
1351	0.3815495574
1352	0.3812695761
1353	0.3807299544
1354	0.3803983214
1355	0.3803142334
1356	0.3798429121
1357	0.3797849131
1358	0.3788969452
1359	0.3786335456
1360	0.378092253
1361	0.3776650527
1362	0.3772233202
1363	0.3765598849
1364	0.3756454538
1365	0.3753638596
1366	0.3750676532
1367	0.3750058856
1368	0.374544499
1369	0.3744497455
1370	0.3742821731
1371	0.3735308604
1372	0.3729942436
1373	0.3726451226
1374	0.3722344547
1375	0.3721823588
1376	0.3718664843
1377	0.3714984905
1378	0.3714236307
1379	0.3710207211
1380	0.3705347372
1381	0.3704842311
1382	0.370135438
1383	0.3695342622
1384	0.36904147
1385	0.368884389
1386	0.368724804
1387	0.3681966405
1388	0.3677049048
1389	0.3671914148
1390	0.3671535687
1391	0.3667538898
1392	0.3663342597
1393	0.3658836622
1394	0.3655452893
1395	0.3653848737
1396	0.3649320736
1397	0.3642928228
1398	0.3639825146
1399	0.3637791887
1400	0.3631885259
1401	0.3631261525
1402	0.3627580872
1403	0.3626182658
1404	0.3624104615
1405	0.3619830655
1406	0.3616690959
1407	0.3612040756
1408	0.3605290785
1409	0.3604961036
1410	0.3601259195
1411	0.3595966748
1412	0.3595575857
1413	0.3595234424
1414	0.3587839703
1415	0.3584045961
1416	0.3576266034
1417	0.3574649465
1418	0.3571522421
1419	0.3566396363
1420	0.3566024125
1421	0.3561013986
1422	0.3557524704
1423	0.3554052382
1424	0.3550134079
1425	0.3548225844
1426	0.3540680171
1427	0.3535494081
1428	0.3533519924
1429	0.3533047924
1430	0.3528846419
1431	0.3527821959
1432	0.3523442156
1433	0.3520180607
1434	0.3517181462
1435	0.3515452122
1436	0.3509944795
1437	0.3509617509
1438	0.3505263006
1439	0.3500394012
1440	0.3493604283
1441	0.3488672176
1442	0.3484898616
1443	0.3484596344
1444	0.3482603875
1445	0.3478481035
1446	0.3476988044
1447	0.3474083987
1448	0.3473776736
1449	0.3469632371
1450	0.3465675982
1451	0.3464867349
1452	0.3458701329
1453	0.3458180916
1454	0.3451963369
1455	0.3449292122
1456	0.3444565594
1457	0.3439676576
1458	0.3435239821
1459	0.3434954061
1460	0.3431640504
1461	0.3431329547
1462	0.3426335174
1463	0.3420312213
1464	0.3419491336
1465	0.3411610477
1466	0.3409725858
1467	0.3404751979
1468	0.3403893011
1469	0.3403154785
1470	0.3399900862
1471	0.3396489441
1472	0.3392183741
1473	0.3385488755
1474	0.338038038
1475	0.3374652538
1476	0.3370346165
1477	0.3370064352
1478	0.3367284928
1479	0.3363060219
1480	0.3361365989
1481	0.3357794788
1482	0.3353682198
1483	0.334879994
1484	0.3346982321
1485	0.3343080269
1486	0.3339634664
1487	0.3335903748
1488	0.3331615357
1489	0.3328103842
1490	0.3327844387
1491	0.3324284938
1492	0.3320410541
1493	0.3317259431
1494	0.3315024528
1495	0.331015832
1496	0.3307686417
1497	0.3303956753
1498	0.3302627385
1499	0.3300626396
1500	0.3295117127
1501	0.3290174615
1502	0.3287751161
1503	0.3282896792
1504	0.3278377182
1505	0.327297361
1506	0.3269818244
1507	0.3268786058
1508	0.3265400406
1509	0.3261683888
1510	0.3260692748
1511	0.3259558528
1512	0.3255254136
1513	0.3252869803
1514	0.3249211966
1515	0.3244695178
1516	0.3241942864
1517	0.3237923906
1518	0.3233979511
1519	0.3231055152
1520	0.3227775156
1521	0.3225426178
1522	0.3219845861
1523	0.3217496708
1524	0.3214381801
1525	0.3208935804
1526	0.3203691367
1527	0.3202456264
1528	0.3198291868
1529	0.3194538216
1530	0.3189853037
1531	0.3185024285
1532	0.3184737006
1533	0.3178645629
1534	0.3175510488
1535	0.3171142824
1536	0.3167536508
1537	0.3161914824
1538	0.3158117044
1539	0.3153941486
1540	0.314997664
1541	0.3149673691
1542	0.3146618564
1543	0.3142869071
1544	0.3139798966
1545	0.3136563371
1546	0.3132637167
1547	0.3129366183
1548	0.3128641324
1549	0.3128313323
1550	0.3124938258
1551	0.3118738327
1552	0.3114824684
1553	0.3110216193
1554	0.3107212323
1555	0.310284766
1556	0.3099873912
1557	0.3094774636
1558	0.3092421584
1559	0.308601989
1560	0.3084308242
1561	0.3084006284
1562	0.3083612806
1563	0.3081918115
1564	0.3077086709
1565	0.3074894347
1566	0.3074347683
1567	0.30713507
1568	0.3068899853
1569	0.3068268751
1570	0.3062796835
1571	0.3062474834
1572	0.3061549773
1573	0.3058903508
