iter	RMSE
1574	0.3055508019
1575	0.305192392
1576	0.3049400743
1577	0.3045991929
1578	0.3040088602
1579	0.3034581569
1580	0.3031216735
1581	0.3028302136
1582	0.3022448688
1583	0.3017812627
1584	0.3017147404
1585	0.3014091628
1586	0.3007462875
1587	0.300378294
1588	0.3000308423
1589	0.2994542944
1590	0.2990532196
1591	0.2988774278
1592	0.2986241192
1593	0.2983164639
1594	0.2978194681
1595	0.2977146514
1596	0.2976477182
1597	0.2974376826
1598	0.2972529677
1599	0.2971543048
1600	0.29680758
1601	0.29635528
1602	0.2961138706
1603	0.2959872972
1604	0.2956604164
1605	0.295495644
1606	0.2952668765
1607	0.2949953932
1608	0.2949088314
1609	0.2948496229
1610	0.2947383595
1611	0.294291282
1612	0.2939555805
1613	0.293517568
1614	0.2934312697
1615	0.293336357
1616	0.2928813265
1617	0.2928576331
1618	0.2927667435
1619	0.2926629585
1620	0.2924186858
1621	0.2919505108
1622	0.2912991707
1623	0.2911323995
1624	0.2905733886
1625	0.2904673662
1626	0.2900467074
1627	0.2900190039
1628	0.2897844713
1629	0.2896303491
1630	0.2896133585
1631	0.2891206531
1632	0.2890900331
1633	0.2887908179
1634	0.2887017585
1635	0.2881331743
1636	0.2880621773
1637	0.287742628
1638	0.2872116537
1639	0.2868578015
1640	0.2866571468
1641	0.2862966044
1642	0.2859240347
1643	0.2857241304
1644	0.2854839406
1645	0.2853304509
1646	0.2851326323
1647	0.2849347967
1648	0.2846656432
1649	0.2844267063
1650	0.2840992372
1651	0.2840762243
1652	0.2834663601
1653	0.2830174496
1654	0.2826284823
1655	0.2823815263
1656	0.281843335
1657	0.2815430694
1658	0.2810361266
1659	0.2809420263
1660	0.2808042971
1661	0.2805352531
1662	0.2805150608
1663	0.2804342171
1664	0.2801234369
1665	0.279643746
1666	0.2789915653
1667	0.278939929
1668	0.2785901556
1669	0.2784747317
1670	0.2782997843
1671	0.2780017595
1672	0.2777774061
1673	0.2774864902
1674	0.2771353173
1675	0.2771144792
1676	0.2766828041
1677	0.2761557473
1678	0.2760746383
1679	0.2757863679
1680	0.2754477347
1681	0.2752938083
1682	0.2752706599
1683	0.2751098888
1684	0.2750212578
1685	0.2747217407
1686	0.2742312467
1687	0.2739229626
1688	0.2736976604
1689	0.2734092601
1690	0.2729364589
1691	0.272698612
1692	0.2722795666
1693	0.2718880634
1694	0.2718330466
1695	0.2718006046
1696	0.27146805
1697	0.2714039209
1698	0.2709854551
1699	0.2708994715
1700	0.2706214759
1701	0.2704896995
1702	0.2704378895
1703	0.2700883123
1704	0.2696998411
1705	0.269453704
1706	0.2691059631
1707	0.2688559848
1708	0.2684626572
1709	0.2681419783
1710	0.2677607425
1711	0.2676252535
1712	0.2674927441
1713	0.2671903426
1714	0.2670848312
1715	0.266887948
1716	0.2668658742
1717	0.2666682451
1718	0.2663305422
1719	0.2658757448
1720	0.2655229125
1721	0.2655111049
1722	0.265460122
1723	0.2654318505
1724	0.2654023607
1725	0.2652197409
1726	0.2649844368
1727	0.2646617939
1728	0.2643092911
1729	0.2638283248
1730	0.2636890692
1731	0.263551633
1732	0.2635084577
1733	0.2631171038
1734	0.262879615
1735	0.2628181803
1736	0.2626456836
1737	0.2623612989
1738	0.2621457777
1739	0.261843576
1740	0.261551531
1741	0.261341909
1742	0.2612996404
1743	0.2612344513
1744	0.2609892112
1745	0.260727321
1746	0.2604227759
1747	0.2601363178
1748	0.2599349229
1749	0.2597617677
1750	0.2592622126
1751	0.2591715111
1752	0.2589230361
1753	0.2585795285
1754	0.2582462612
1755	0.2579447684
1756	0.2577366088
1757	0.2576864633
1758	0.2575511346
1759	0.2575310483
1760	0.2573782029
1761	0.2570752282
1762	0.2568545699
1763	0.256802101
1764	0.2567430399
1765	0.2567089901
1766	0.2563918601
1767	0.256126498
1768	0.2558696439
1769	0.2555938833
1770	0.2553571875
1771	0.2553370759
1772	0.255065232
1773	0.255022148
1774	0.2548047524
1775	0.2543801295
1776	0.2540369555
1777	0.2537800872
1778	0.2536859053
1779	0.2534533723
1780	0.2532559001
1781	0.252993529
1782	0.2528690772
1783	0.2526276331
1784	0.2523804388
1785	0.2523520628
1786	0.2521591298
1787	0.2519319908
1788	0.2518894975
1789	0.2512885804
1790	0.2511453969
1791	0.2508470379
1792	0.2506285858
1793	0.2505361441
1794	0.250271006
1795	0.2500965561
1796	0.2500822953
1797	0.2496485013
1798	0.2493731556
1799	0.2490801377
1800	0.248853383
1801	0.2484662711
1802	0.2483361039
1803	0.2480187096
1804	0.2478001071
1805	0.2477807107
1806	0.247615956
1807	0.2473246762
1808	0.2471057046
1809	0.2468045901
1810	0.2465604474
1811	0.2464364971
1812	0.24618986
1813	0.2458725039
1814	0.245596201
1815	0.245412978
1816	0.2452651304
1817	0.2452253206
1818	0.2451279906
1819	0.2449562327
1820	0.2448759349
1821	0.2446516252
1822	0.2443573943
1823	0.2441208249
1824	0.2438646267
1825	0.2437321976
1826	0.2434792171
1827	0.2432295651
1828	0.2431364945
1829	0.2428034458
1830	0.2425250138
1831	0.242335109
1832	0.2422368484
1833	0.2422217102
1834	0.2421825933
1835	0.2420392729
1836	0.2418858364
1837	0.2416751777
1838	0.2414725694
1839	0.241382826
1840	0.2410516453
1841	0.2407659028
1842	0.2406340548
1843	0.2404803731
1844	0.2402388541
1845	0.2398447451
1846	0.2395439052
1847	0.2394247714
1848	0.2393504755
1849	0.2391465552
1850	0.2388486981
1851	0.2386210034
1852	0.238485043
1853	0.2382400318
1854	0.238203911
1855	0.238069693
1856	0.2379178161
1857	0.237691925
1858	0.2376396419
1859	0.2374565703
1860	0.2371159094
1861	0.2369121202
1862	0.2368927119
1863	0.2367500383
1864	0.2366864609
1865	0.2365853731
1866	0.2363779095
1867	0.2361591064
1868	0.2360994194
1869	0.2360346251
1870	0.2360097364
1871	0.2357773225
1872	0.2356303774
1873	0.2352634373
1874	0.2351268397
1875	0.2349741777
1876	0.2347124387
1877	0.234536158
1878	0.2342990191
1879	0.2341519128
1880	0.2339209416
1881	0.2336801765
1882	0.2334511743
1883	0.2331945422
1884	0.2330215696
1885	0.2328696154
1886	0.2327343195
1887	0.2324513904
1888	0.2321908183
1889	0.2320739274
1890	0.2318093675
1891	0.2315328515
1892	0.2313155397
1893	0.2310978049
1894	0.2308783128
1895	0.2307054753
1896	0.2304770548
1897	0.2303922698
1898	0.2300562338
1899	0.2297864217
1900	0.2295210828
1901	0.2292042712
1902	0.2289976085
1903	0.22877371
1904	0.2287495703
1905	0.2284266154
1906	0.2282819649
1907	0.2279986685
1908	0.2278877809
1909	0.2277877869
1910	0.2275811679
1911	0.2272396156
1912	0.2269542588
1913	0.2269402315
1914	0.2266971886
1915	0.226662507
1916	0.2264135699
1917	0.2263667233
1918	0.2260412736
1919	0.2257961131
1920	0.2255352575
1921	0.2253118654
1922	0.2249062098
1923	0.2248153645
1924	0.2246518776
1925	0.2243894364
1926	0.2241130928
1927	0.22404014
1928	0.2239052326
1929	0.2237126177
1930	0.2234031465
1931	0.2233721969
1932	0.2231031884
1933	0.2229849817
1934	0.2227354122
1935	0.222468728
1936	0.2224195729
1937	0.2223052451
1938	0.2220108915
1939	0.2217272058
1940	0.2214582216
1941	0.2212574189
1942	0.2209468886
1943	0.2208166668
1944	0.2203607266
1945	0.2202241352
1946	0.2199944405
1947	0.2197443505
1948	0.2194690605
1949	0.2192774969
1950	0.2191673089
1951	0.2190268668
1952	0.2188310218
1953	0.2185544995
1954	0.2185417199
1955	0.2182561122
1956	0.218016023
1957	0.2179333451
1958	0.2179028794
1959	0.2178774372
1960	0.2178036459
1961	0.2176209258
1962	0.2174105851
1963	0.2171994256
1964	0.2171430571
1965	0.2169068477
1966	0.2166603728
1967	0.2164408465
1968	0.2162577497
1969	0.2160822884
1970	0.2159380802
1971	0.2157542733
1972	0.2156917634
1973	0.2156021694
1974	0.215473481
1975	0.2152508926
1976	0.2151696517
1977	0.2149508325
1978	0.2148125731
1979	0.2147251982
1980	0.2144394276
1981	0.2143477339
1982	0.2143152304
1983	0.2141760061
1984	0.21389248
1985	0.2138774223
1986	0.2137756101
1987	0.213660192
1988	0.2134146998
1989	0.2131938256
1990	0.2129143909
1991	0.2125055936
1992	0.2122848987
1993	0.2119895475
1994	0.2117559332
1995	0.2116248941
1996	0.2113853357
1997	0.2111903902
1998	0.2110558324
1999	0.2108973266
6406
1999	0.2085008651
